,dishId,userId,rating
621,761,1495,5
622,761,14269,5
623,761,8681,4
624,761,2045,5
625,761,4723,5
626,761,1941,3
627,761,11051,5
628,761,18393,4
629,761,17230,5
630,761,18569,5
631,761,17981,4
632,761,8075,5
633,761,9012,5
634,761,3039,5
635,761,14269,5
636,761,8681,4
637,761,2045,5
638,761,4723,5
639,761,1941,3
640,761,11051,5
641,761,18393,4
642,761,17230,5
643,761,18569,5
644,761,17981,4
645,761,8075,5
646,761,9012,5
647,761,3039,5
648,761,1201,5
649,761,11095,5
650,761,1201,5
651,761,11095,5
652,761,4955,5
653,761,12859,5
654,761,9324,5
655,761,14105,5
656,761,12333,5
657,761,3386,3
658,761,19397,5
659,760,8416,4
660,760,9775,5
661,760,15083,5
662,760,8435,4
663,760,18285,5
664,760,20947,5
665,760,8950,5
666,760,16314,4
667,760,2091,5
668,760,11824,5
669,760,17203,4
670,760,987,5
671,760,17910,5
672,760,10513,5
673,760,18036,5
674,760,18218,4
675,760,16920,5
676,760,9719,5
677,760,19133,4
678,760,9551,2
679,760,17891,5
680,760,6808,5
681,760,12502,4
682,760,2392,3
683,760,13823,5
684,760,11841,5
685,760,4703,4
686,760,1146,5
687,760,8950,4
688,760,12401,5
689,760,13069,3
690,760,10063,5
691,760,9783,5
692,760,16899,5
693,760,18017,4
694,760,16711,5
695,760,10937,5
696,760,2728,5
697,760,13503,5
698,760,19079,5
699,760,7852,5
700,760,19175,4
701,760,3306,4
702,760,9254,5
703,760,3702,5
704,760,15377,5
705,760,4529,5
706,760,10254,5
707,760,1245,5
708,760,7261,5
709,760,8725,5
710,760,17368,5
711,760,2207,4
712,760,1961,5
713,760,17485,3
714,760,1495,5
715,760,10579,5
716,760,5127,5
717,760,17389,1
718,760,14269,5
719,760,8681,4
720,760,2045,5
721,760,4723,5
722,760,1941,3
723,760,11051,5
724,760,18393,4
725,760,17230,5
726,760,18569,5
727,760,17981,4
728,760,8075,5
729,760,9012,5
730,760,3039,5
731,760,1891,5
732,760,5320,5
733,760,8434,5
734,760,14497,3
735,760,3582,5
736,804,9084,5
737,804,9084,5
738,804,19258,5
739,804,19258,5
740,209,9360,5
741,209,9360,5
742,209,14308,5
743,209,14308,5
744,209,4926,5
745,209,9584,5
746,209,17722,4
747,209,4601,5
748,209,4926,5
749,209,9584,5
750,209,17722,4
751,209,4601,5
752,209,448,5
753,209,448,5
754,303,2996,4
755,303,3284,3
756,303,8251,5
757,303,9284,5
758,303,15904,5
759,303,12895,3
760,303,744,3
761,303,14849,3
762,303,15001,5
763,303,18806,5
764,303,5043,5
765,303,18832,5
766,303,5953,5
767,303,13714,4
768,303,2477,5
769,303,11097,5
770,303,10271,5
771,303,5337,5
772,303,19855,4
773,303,9783,3
774,303,3305,3
775,303,1661,5
776,946,157,4
777,946,2416,5
778,946,157,4
779,946,2416,5
780,946,14904,5
781,946,14904,5
782,946,10319,5
783,946,13368,5
784,946,10319,5
785,946,13368,5
786,779,9881,5
787,779,14672,3
788,779,17537,5
789,779,7981,5
790,779,8641,5
791,779,20636,5
792,779,11279,5
793,779,18298,5
794,779,4556,5
795,779,5606,5
796,779,4564,4
797,779,10225,5
798,779,1237,5
799,779,1274,4
800,779,14767,4
801,779,4419,5
802,779,13652,5
803,779,14979,4
804,779,19534,5
805,779,203,5
806,779,18067,5
807,779,14929,5
808,779,6431,5
809,779,2329,5
810,779,14239,5
811,779,16634,4
812,779,9566,5
813,779,13256,5
814,779,14019,5
815,779,10604,5
816,779,9881,5
817,779,14672,3
818,779,17537,5
819,779,7981,5
820,779,8641,5
821,779,20636,5
822,779,11279,5
823,779,18298,5
824,779,4556,5
825,779,5606,5
826,779,4564,4
827,779,10225,5
828,779,1237,5
829,779,1274,4
830,779,14767,4
831,779,4419,5
832,779,13652,5
833,779,14979,4
834,779,19534,5
835,779,203,5
836,779,18067,5
837,779,14929,5
838,779,6431,5
839,779,2329,5
840,779,14239,5
841,779,16634,4
842,779,9566,5
843,779,13256,5
844,779,14019,5
845,779,10604,5
846,779,10346,5
847,779,12486,3
848,779,8046,5
849,779,5927,5
850,779,9880,5
851,779,5814,4
852,779,3689,5
853,779,14988,5
854,779,14952,5
855,779,4564,5
856,779,6321,4
857,779,582,5
858,779,11270,5
859,779,10035,5
860,779,19938,5
861,779,19410,5
862,779,14435,5
863,779,3488,1
864,779,9201,4
865,779,19047,5
866,779,8695,5
867,779,2592,4
868,779,20250,5
869,779,7426,5
870,779,10281,5
871,779,10434,4
872,779,14236,5
873,779,10347,5
874,779,9849,4
875,779,14744,5
876,779,10346,5
877,779,12486,3
878,779,8046,5
879,779,5927,5
880,779,9880,5
881,779,5814,4
882,779,3689,5
883,779,14988,5
884,779,14952,5
885,779,4564,5
886,779,6321,4
887,779,582,5
888,779,11270,5
889,779,10035,5
890,779,19938,5
891,779,19410,5
892,779,14435,5
893,779,3488,1
894,779,9201,4
895,779,19047,5
896,779,8695,5
897,779,2592,4
898,779,20250,5
899,779,7426,5
900,779,10281,5
901,779,10434,4
902,779,14236,5
903,779,10347,5
904,779,9849,4
905,779,14744,5
906,779,5978,5
907,779,1910,5
908,779,193,4
909,779,3147,4
910,779,8804,4
911,779,15562,5
912,779,4120,5
913,779,19560,5
914,779,7307,5
915,779,16847,5
916,779,14628,5
917,779,1817,5
918,779,13898,4
919,779,13974,4
920,779,14637,5
921,779,1743,5
922,779,16778,4
923,779,19826,5
924,779,3361,5
925,779,9080,5
926,779,1075,4
927,779,17367,5
928,779,1947,4
929,779,13246,5
930,779,6719,4
931,779,7646,5
932,779,16985,5
933,779,11017,4
934,779,133,5
935,779,17895,5
936,779,5978,5
937,779,1910,5
938,779,193,4
939,779,3147,4
940,779,8804,4
941,779,15562,5
942,779,4120,5
943,779,19560,5
944,779,7307,5
945,779,16847,5
946,779,14628,5
947,779,1817,5
948,779,13898,4
949,779,13974,4
950,779,14637,5
951,779,1743,5
952,779,16778,4
953,779,19826,5
954,779,3361,5
955,779,9080,5
956,779,1075,4
957,779,17367,5
958,779,1947,4
959,779,13246,5
960,779,6719,4
961,779,7646,5
962,779,16985,5
963,779,11017,4
964,779,133,5
965,779,17895,5
966,779,10356,5
967,779,13725,4
968,779,11050,5
969,779,18653,5
970,779,12434,5
971,779,17741,4
972,779,16018,5
973,779,15766,5
974,779,9045,5
975,779,6359,4
976,779,5429,5
977,779,9751,4
978,779,10356,5
979,779,13725,4
980,779,11050,5
981,779,18653,5
982,779,12434,5
983,779,17741,4
984,779,16018,5
985,779,15766,5
986,779,9045,5
987,779,6359,4
988,779,5429,5
989,779,9751,4
990,779,3753,5
991,779,20072,5
992,779,17443,5
993,779,8645,4
994,779,18833,5
995,779,17178,5
996,779,19920,5
997,779,16634,5
998,779,18710,5
999,779,18773,5
1000,779,17847,5
1001,779,16946,5
1002,779,8586,5
1003,779,17973,4
1004,779,13347,5
1005,779,1273,5
1006,779,10455,5
1007,779,1374,3
1008,779,20691,5
1009,779,2967,4
1010,779,19977,4
1011,779,3555,5
1012,779,16332,4
1013,779,15470,4
1014,779,19487,5
1015,779,15760,5
1016,779,18051,5
1017,779,9363,5
1018,779,11382,5
1019,779,9940,4
1020,779,3753,5
1021,779,20072,5
1022,779,17443,5
1023,779,8645,4
1024,779,18833,5
1025,779,17178,5
1026,779,19920,5
1027,779,16634,5
1028,779,18710,5
1029,779,18773,5
1030,779,17847,5
1031,779,16946,5
1032,779,8586,5
1033,779,17973,4
1034,779,13347,5
1035,779,1273,5
1036,779,10455,5
1037,779,1374,3
1038,779,20691,5
1039,779,2967,4
1040,779,19977,4
1041,779,3555,5
1042,779,16332,4
1043,779,15470,4
1044,779,19487,5
1045,779,15760,5
1046,779,18051,5
1047,779,9363,5
1048,779,11382,5
1049,779,9940,4
1050,779,7572,3
1051,779,12100,1
1052,779,11572,4
1053,779,11572,5
1054,779,4702,5
1055,779,17422,4
1056,779,19597,4
1057,779,6826,5
1058,779,1007,5
1059,779,6290,5
1060,779,6342,4
1061,779,15543,5
1062,779,10049,5
1063,779,16318,5
1064,779,19692,5
1065,779,19364,2
1066,779,418,4
1067,779,18240,4
1068,779,14762,4
1069,779,7572,3
1070,779,12100,1
1071,779,11572,4
1072,779,11572,5
1073,779,4702,5
1074,779,17422,4
1075,779,19597,4
1076,779,6826,5
1077,779,1007,5
1078,779,6290,5
1079,779,6342,4
1080,779,15543,5
1081,779,10049,5
1082,779,16318,5
1083,779,19692,5
1084,779,19364,2
1085,779,418,4
1086,779,18240,4
1087,779,14762,4
1088,779,19326,5
1089,779,10269,5
1090,779,1964,5
1091,779,5829,5
1092,779,20098,5
1093,779,12447,5
1094,779,8780,3
1095,779,12248,4
1096,779,18742,5
1097,779,11917,5
1098,779,15383,5
1099,779,842,5
1100,779,14808,5
1101,779,19326,5
1102,779,10269,5
1103,779,1964,5
1104,779,5829,5
1105,779,20098,5
1106,779,12447,5
1107,779,8780,3
1108,779,12248,4
1109,779,18742,5
1110,779,11917,5
1111,779,15383,5
1112,779,842,5
1113,779,14808,5
1114,779,4441,4
1115,779,6025,5
1116,779,9738,5
1117,779,10676,5
1118,779,2015,4
1119,779,8094,5
1120,779,16054,5
1121,779,15312,5
1122,779,15768,5
1123,779,20519,4
1124,779,4134,2
1125,779,19649,3
1126,779,11467,5
1127,779,6945,5
1128,779,4417,5
1129,779,12251,4
1130,779,965,4
1131,779,18793,5
1132,779,16521,4
1133,779,5205,5
1134,779,20284,5
1135,779,11971,5
1136,779,11235,5
1137,779,8337,4
1138,779,9433,5
1139,779,7348,5
1140,779,6882,5
1141,779,12926,5
1142,779,14885,5
1143,779,12963,4
1144,779,4441,4
1145,779,6025,5
1146,779,9738,5
1147,779,10676,5
1148,779,2015,4
1149,779,8094,5
1150,779,16054,5
1151,779,15312,5
1152,779,15768,5
1153,779,20519,4
1154,779,4134,2
1155,779,19649,3
1156,779,11467,5
1157,779,6945,5
1158,779,4417,5
1159,779,12251,4
1160,779,965,4
1161,779,18793,5
1162,779,16521,4
1163,779,5205,5
1164,779,20284,5
1165,779,11971,5
1166,779,11235,5
1167,779,8337,4
1168,779,9433,5
1169,779,7348,5
1170,779,6882,5
1171,779,12926,5
1172,779,14885,5
1173,779,12963,4
1174,779,2309,5
1175,779,15021,5
1176,779,15128,5
1177,779,5850,5
1178,779,6662,5
1179,779,15782,5
1180,779,2309,5
1181,779,15021,5
1182,779,15128,5
1183,779,5850,5
1184,779,6662,5
1185,779,15782,5
1186,779,20867,5
1187,779,6542,5
1188,779,14665,5
1189,779,9528,5
1190,779,10148,5
1191,779,15830,3
1192,779,5621,5
1193,779,19365,5
1194,779,3465,5
1195,779,3368,4
1196,779,5588,3
1197,779,15770,5
1198,779,4259,5
1199,779,1604,4
1200,779,4181,5
1201,779,4261,5
1202,779,1260,5
1203,779,3561,5
1204,779,9210,5
1205,779,2626,5
1206,779,8413,5
1207,779,9005,5
1208,779,20017,5
1209,779,3018,4
1210,779,20867,5
1211,779,6542,5
1212,779,14665,5
1213,779,9528,5
1214,779,10148,5
1215,779,15830,3
1216,779,5621,5
1217,779,19365,5
1218,779,3465,5
1219,779,3368,4
1220,779,5588,3
1221,779,15770,5
1222,779,4259,5
1223,779,1604,4
1224,779,4181,5
1225,779,4261,5
1226,779,1260,5
1227,779,3561,5
1228,779,9210,5
1229,779,2626,5
1230,779,8413,5
1231,779,9005,5
1232,779,20017,5
1233,779,3018,4
1234,779,7560,5
1235,779,19094,5
1236,779,638,4
1237,779,8965,5
1238,779,20939,5
1239,779,19866,5
1240,779,12171,5
1241,779,19,4
1242,779,19235,5
1243,779,17045,5
1244,779,17384,5
1245,779,17505,5
1246,779,1093,5
1247,779,2022,4
1248,779,5566,5
1249,779,6837,5
1250,779,17592,5
1251,779,6755,4
1252,779,15324,5
1253,779,14288,4
1254,779,2745,5
1255,779,15293,5
1256,779,16946,5
1257,779,9727,5
1258,779,11915,5
1259,779,12652,4
1260,779,9518,5
1261,779,7365,4
1262,779,13734,5
1263,779,16277,5
1264,779,7560,5
1265,779,19094,5
1266,779,638,4
1267,779,8965,5
1268,779,20939,5
1269,779,19866,5
1270,779,12171,5
1271,779,19,4
1272,779,19235,5
1273,779,17045,5
1274,779,17384,5
1275,779,17505,5
1276,779,1093,5
1277,779,2022,4
1278,779,5566,5
1279,779,6837,5
1280,779,17592,5
1281,779,6755,4
1282,779,15324,5
1283,779,14288,4
1284,779,2745,5
1285,779,15293,5
1286,779,16946,5
1287,779,9727,5
1288,779,11915,5
1289,779,12652,4
1290,779,9518,5
1291,779,7365,4
1292,779,13734,5
1293,779,16277,5
1294,779,13488,5
1295,779,7192,5
1296,779,15311,5
1297,779,16815,5
1298,779,20028,5
1299,779,8752,5
1300,779,7222,5
1301,779,16204,5
1302,779,9140,5
1303,779,8977,5
1304,779,20953,5
1305,779,10973,5
1306,779,18957,4
1307,779,9900,3
1308,779,19681,5
1309,779,15605,5
1310,779,7984,3
1311,779,19848,4
1312,779,17547,5
1313,779,10095,5
1314,779,19919,5
1315,779,19918,5
1316,779,16101,5
1317,779,11759,5
1318,779,9778,5
1319,779,69,5
1320,779,14005,5
1321,779,1788,5
1322,779,1173,5
1323,779,18998,5
1324,779,13488,5
1325,779,7192,5
1326,779,15311,5
1327,779,16815,5
1328,779,20028,5
1329,779,8752,5
1330,779,7222,5
1331,779,16204,5
1332,779,9140,5
1333,779,8977,5
1334,779,20953,5
1335,779,10973,5
1336,779,18957,4
1337,779,9900,3
1338,779,19681,5
1339,779,15605,5
1340,779,7984,3
1341,779,19848,4
1342,779,17547,5
1343,779,10095,5
1344,779,19919,5
1345,779,19918,5
1346,779,16101,5
1347,779,11759,5
1348,779,9778,5
1349,779,69,5
1350,779,14005,5
1351,779,1788,5
1352,779,1173,5
1353,779,18998,5
1354,779,16695,5
1355,779,5834,5
1356,779,12139,5
1357,779,10734,3
1358,779,19520,5
1359,779,12209,5
1360,779,10106,4
1361,779,436,5
1362,779,5610,5
1363,779,2004,5
1364,779,17714,4
1365,779,4589,5
1366,779,9789,4
1367,779,11198,5
1368,779,20909,2
1369,779,9593,5
1370,779,2896,5
1371,779,10397,5
1372,779,5955,5
1373,779,20732,5
1374,779,8508,4
1375,779,17238,5
1376,779,9824,5
1377,779,5977,5
1378,779,19311,5
1379,779,14529,4
1380,779,999,5
1381,779,11761,5
1382,779,7727,5
1383,779,19387,4
1384,779,16695,5
1385,779,5834,5
1386,779,12139,5
1387,779,10734,3
1388,779,19520,5
1389,779,12209,5
1390,779,10106,4
1391,779,436,5
1392,779,5610,5
1393,779,2004,5
1394,779,17714,4
1395,779,4589,5
1396,779,9789,4
1397,779,11198,5
1398,779,20909,2
1399,779,9593,5
1400,779,2896,5
1401,779,10397,5
1402,779,5955,5
1403,779,20732,5
1404,779,8508,4
1405,779,17238,5
1406,779,9824,5
1407,779,5977,5
1408,779,19311,5
1409,779,14529,4
1410,779,999,5
1411,779,11761,5
1412,779,7727,5
1413,779,19387,4
1414,779,229,5
1415,779,229,5
1416,779,12793,5
1417,779,12793,5
1418,779,7077,5
1419,779,13694,4
1420,779,14087,5
1421,779,19259,5
1422,779,7783,4
1423,779,1119,3
1424,779,19274,4
1425,779,13122,4
1426,779,17493,5
1427,779,8007,5
1428,779,7966,5
1429,779,7529,4
1430,779,1523,5
1431,779,9741,5
1432,779,8505,5
1433,779,4576,1
1434,779,1013,5
1435,779,7077,5
1436,779,13694,4
1437,779,14087,5
1438,779,19259,5
1439,779,7783,4
1440,779,1119,3
1441,779,19274,4
1442,779,13122,4
1443,779,17493,5
1444,779,8007,5
1445,779,7966,5
1446,779,7529,4
1447,779,1523,5
1448,779,9741,5
1449,779,8505,5
1450,779,4576,1
1451,779,1013,5
1452,779,20902,5
1453,779,15353,5
1454,779,19268,4
1455,779,11610,5
1456,779,510,5
1457,779,20902,5
1458,779,15353,5
1459,779,19268,4
1460,779,11610,5
1461,779,510,5
1462,779,15651,5
1463,779,2061,5
1464,779,5125,5
1465,779,9144,5
1466,779,15651,5
1467,779,2061,5
1468,779,5125,5
1469,779,9144,5
1470,779,17289,5
1471,779,20892,5
1472,779,18024,5
1473,779,1965,4
1474,779,3054,4
1475,779,8872,5
1476,779,2990,4
1477,779,17289,5
1478,779,20892,5
1479,779,18024,5
1480,779,1965,4
1481,779,3054,4
1482,779,8872,5
1483,779,2990,4
1484,779,2850,5
1485,779,2979,5
1486,779,17857,5
1487,779,2229,5
1488,779,2772,5
1489,779,17519,5
1490,779,11917,5
1491,779,8093,5
1492,779,5602,5
1493,779,5342,4
1494,779,4180,5
1495,779,12057,5
1496,779,14253,5
1497,779,2385,5
1498,779,16890,5
1499,779,2391,5
1500,779,7487,5
1501,779,19784,5
1502,779,18845,5
